transaction_id,order_date,store_id,product_id,quantity,unit_price,discount_percent,revenue
1248,2023-09-22,3,17,1,1798,25,1348.5
1249,2023-10-30,12,46,2,1688,0,3376.0
1250,2023-10-25,13,50,3,614,20,1473.6000000000001
1251,2023-09-20,2,2,3,167,0,501.0
1252,2023-09-19,3,36,3,1369,0,4107.0
1253,2023-11-15,5,50,4,488,5,1854.3999999999999
1254,2023-10-25,11,7,5,1773,5,8421.75
1255,2023-10-16,8,13,1,407,20,325.6
1256,2023-10-28,12,15,5,1475,15,6268.75
1257,2023-09-19,7,25,5,1922,20,7688.0
1258,2023-11-22,15,23,5,1189,15,5053.25
1259,2023-11-23,17,22,3,559,25,1257.75
1260,2023-11-07,4,26,5,446,25,1672.5
1261,2023-10-14,13,33,4,424,10,1526.4
1262,2023-11-11,18,11,2,766,5,1455.3999999999999
1263,2023-10-14,1,10,3,1722,10,4649.400000000001
1264,2023-09-08,16,25,1,1156,10,1040.4
1265,2023-11-16,13,37,2,167,5,317.3
1266,2023-10-05,10,48,2,286,10,514.8000000000001
1267,2023-09-25,12,43,2,291,0,582.0
1268,2023-09-06,2,38,5,1336,15,5678.0
1269,2023-10-07,3,41,5,1723,20,6892.0
1270,2023-09-27,10,45,3,527,5,1501.9499999999998
1271,2023-11-17,2,24,5,1474,0,7370.0
1272,2023-11-30,13,40,5,1231,25,4616.25
1273,2023-10-06,13,46,5,1363,20,5452.0
1274,2023-11-16,18,33,3,315,20,756.0
1275,2023-11-05,3,17,3,276,20,662.4000000000001
1276,2023-09-25,7,24,4,1688,10,6076.8
1277,2023-11-04,14,37,4,1453,10,5230.8
1278,2023-09-23,20,2,4,660,10,2376.0
1279,2023-10-16,17,32,4,980,10,3528.0
1280,2023-09-11,12,24,2,725,0,1450.0
1281,2023-11-10,16,9,2,1573,10,2831.4
1282,2023-11-19,12,4,4,706,5,2682.7999999999997
1283,2023-09-19,15,17,4,1570,20,5024.0
1284,2023-10-13,10,17,1,1660,0,1660.0
1285,2023-11-27,7,50,2,1767,25,2650.5
1286,2023-10-19,20,48,1,278,10,250.20000000000002
1287,2023-09-08,5,30,1,494,25,370.5
1288,2023-09-16,1,40,5,1268,20,5072.0
1289,2023-09-23,17,11,3,975,0,2925.0
1290,2023-09-05,3,21,2,1061,20,1697.6000000000001
1291,2023-11-09,13,21,4,297,25,891.0
1292,2023-10-05,14,18,4,1068,0,4272.0
1293,2023-11-14,18,29,3,1960,15,4998.0
1294,2023-10-08,4,24,2,1207,0,2414.0
1295,2023-11-17,18,10,4,768,10,2764.8
1296,2023-10-15,5,45,4,1208,25,3624.0
1297,2023-11-12,16,17,5,556,20,2224.0
1298,2023-10-15,1,18,1,1599,20,1279.2
1299,2023-11-04,14,42,4,1376,20,4403.2
1300,2023-11-14,15,48,2,171,5,324.9
1301,2023-10-06,9,20,3,322,5,917.6999999999999
1302,2023-09-24,15,37,5,375,10,1687.5
1303,2023-11-23,17,45,2,1918,15,3260.6
1304,2023-11-23,4,18,5,1899,5,9020.25
1305,2023-11-13,12,17,1,1369,0,1369.0
1306,2023-09-20,5,9,4,1464,25,4392.0
1307,2023-11-07,5,14,2,672,10,1209.6000000000001
1308,2023-11-09,11,49,3,1023,15,2608.65
1309,2023-11-26,6,29,1,570,0,570.0
1310,2023-11-26,7,31,1,553,20,442.40000000000003
1311,2023-09-29,14,4,5,1894,5,8996.5
1312,2023-11-14,11,18,1,1068,0,1068.0
1313,2023-11-20,13,20,2,106,15,180.2
1314,2023-09-03,2,47,5,287,10,1291.5
1315,2023-09-09,7,43,1,103,0,103.0
1316,2023-11-25,20,44,3,1866,10,5038.2
1317,2023-09-11,4,9,2,1768,20,2828.8
1318,2023-10-22,8,13,3,1006,15,2565.2999999999997
1319,2023-11-04,20,15,3,1248,15,3182.4
1320,2023-09-21,19,27,5,1138,5,5405.5
1321,2023-10-05,13,15,4,1059,25,3177.0
1322,2023-09-05,14,28,5,624,15,2652.0
1323,2023-10-10,10,37,2,729,0,1458.0
1324,2023-09-15,11,19,2,1363,0,2726.0
1325,2023-09-28,2,26,5,874,0,4370.0
1326,2023-11-12,9,26,4,459,20,1468.8000000000002
1327,2023-11-29,17,25,5,617,15,2622.25
1328,2023-10-19,3,26,2,1443,15,2453.1
1329,2023-09-10,6,26,4,1354,0,5416.0
1330,2023-09-04,5,46,2,1153,5,2190.7
1331,2023-09-13,5,28,4,1657,5,6296.599999999999
1332,2023-10-08,15,49,4,1020,15,3468.0
1333,2023-11-21,17,18,5,1279,15,5435.75
1334,2023-09-14,9,32,5,1753,10,7888.5
1335,2023-11-09,3,3,5,951,15,4041.75
1336,2023-09-07,20,2,4,1034,0,4136.0
1337,2023-10-23,17,33,4,1000,25,3000.0
1338,2023-09-25,10,42,2,1828,20,2924.8
1339,2023-09-02,3,19,3,498,15,1269.8999999999999
1340,2023-10-12,18,17,5,1469,15,6243.25
1341,2023-10-25,18,44,2,1318,0,2636.0
1342,2023-10-31,17,33,2,267,10,480.6
1343,2023-11-21,3,12,1,476,25,357.0
1344,2023-10-26,3,49,5,1612,15,6851.0
1345,2023-10-18,6,3,2,1874,5,3560.6
1346,2023-09-29,13,43,1,1485,5,1410.75
1347,2023-10-12,15,49,5,1605,5,7623.75
1348,2023-10-17,9,26,4,1367,20,4374.400000000001
1349,2023-10-08,4,35,1,1704,20,1363.2
1350,2023-11-05,14,8,4,706,25,2118.0
1351,2023-10-03,5,36,3,1110,15,2830.5
1352,2023-11-13,2,7,3,688,15,1754.3999999999999
1353,2023-09-04,11,46,3,1294,15,3299.7
1354,2023-11-15,9,46,3,1636,20,3926.4
1355,2023-09-11,3,36,2,1529,25,2293.5
1356,2023-09-27,9,16,3,1697,15,4327.349999999999
1357,2023-10-28,3,24,2,1330,0,2660.0
1358,2023-09-12,2,1,2,1277,10,2298.6
1359,2023-09-28,12,49,5,1909,5,9067.75
1360,2023-09-14,10,25,2,147,5,279.3
1361,2023-11-25,9,10,2,1772,0,3544.0
1362,2023-10-07,15,16,3,1124,15,2866.2
1363,2023-09-05,8,16,2,1870,25,2805.0
1364,2023-11-23,5,8,4,1891,25,5673.0
1365,2023-11-23,11,29,3,1530,20,3672.0
1366,2023-10-24,2,39,1,1230,15,1045.5
1367,2023-11-24,15,28,3,272,25,612.0
1368,2023-11-09,6,6,2,605,15,1028.5
1369,2023-10-30,8,16,4,1253,5,4761.4
1370,2023-09-23,5,20,3,497,5,1416.45
1371,2023-10-09,16,16,4,393,20,1257.6000000000001
1372,2023-10-18,18,7,1,651,5,618.4499999999999
1373,2023-11-22,6,41,1,1570,15,1334.5
1374,2023-10-19,5,14,5,949,0,4745.0
1375,2023-11-02,16,43,5,1139,20,4556.0
1376,2023-09-18,13,26,3,1762,0,5286.0
1377,2023-09-22,5,26,5,984,15,4182.0
1378,2023-11-12,13,14,4,1472,20,4710.400000000001
1379,2023-09-09,17,7,5,1103,0,5515.0
1380,2023-09-13,18,33,4,1326,20,4243.2
1381,2023-09-02,8,26,5,233,15,990.25
1382,2023-10-14,13,45,5,870,25,3262.5
1383,2023-11-02,19,20,5,1649,20,6596.0
1384,2023-09-20,3,3,2,607,25,910.5
1385,2023-09-23,8,4,2,1189,15,2021.3
1386,2023-11-11,2,26,5,579,20,2316.0
1387,2023-10-05,8,11,4,962,20,3078.4
1388,2023-09-11,13,2,3,558,25,1255.5
1389,2023-09-22,13,14,1,1465,5,1391.75
1390,2023-11-23,1,44,2,1830,25,2745.0
1391,2023-09-02,6,30,5,725,25,2718.75
1392,2023-10-08,19,49,1,258,25,193.5
1393,2023-09-15,16,12,2,260,15,442.0
1394,2023-11-30,8,26,3,1377,10,3717.9
1395,2023-11-21,1,44,4,1039,25,3117.0
1396,2023-11-07,16,33,5,1650,20,6600.0
1397,2023-11-07,9,13,3,1672,0,5016.0
1398,2023-10-27,13,14,2,254,5,482.59999999999997
1399,2023-10-14,11,24,5,585,25,2193.75
1400,2023-11-03,13,34,1,531,25,398.25
1401,2023-10-29,10,44,4,1150,5,4370.0
1402,2023-09-25,4,26,2,1103,25,1654.5
1403,2023-09-02,6,21,4,1135,20,3632.0
1404,2023-09-23,7,28,5,166,10,747.0
1405,2023-11-02,5,48,3,641,25,1442.25
1406,2023-09-10,11,36,4,195,5,741.0
1407,2023-09-15,13,40,1,314,25,235.5
1408,2023-09-20,19,2,2,293,15,498.09999999999997
1409,2023-11-02,10,42,1,1770,20,1416.0
1410,2023-09-14,10,9,4,1413,20,4521.6
1411,2023-09-09,11,23,3,1667,10,4500.900000000001
1412,2023-10-13,7,15,3,984,15,2509.2
1413,2023-11-10,18,13,1,138,15,117.3
1414,2023-11-24,4,23,5,1987,10,8941.5
1415,2023-09-18,2,17,5,1038,0,5190.0
1416,2023-11-07,14,48,3,1038,25,2335.5
1417,2023-11-01,13,2,1,305,15,259.25
1418,2023-09-20,12,20,1,1041,0,1041.0
1419,2023-09-08,7,20,1,654,0,654.0
1420,2023-09-18,2,46,4,583,20,1865.6000000000001
1421,2023-09-08,13,3,5,1460,25,5475.0
1422,2023-10-13,14,12,5,1619,20,6476.0
1423,2023-09-19,17,40,4,870,5,3306.0
1424,2023-09-27,9,2,2,348,20,556.8000000000001
1425,2023-11-09,17,36,4,1197,15,4069.7999999999997
1426,2023-10-16,8,14,1,472,15,401.2
1427,2023-11-10,2,16,4,1954,25,5862.0
1428,2023-10-25,13,19,1,978,0,978.0
1429,2023-09-12,3,34,3,1931,15,4924.05
1430,2023-10-09,16,44,1,1909,20,1527.2
1431,2023-09-10,6,46,5,934,20,3736.0
1432,2023-10-06,19,6,4,970,25,2910.0
1433,2023-11-13,7,13,1,801,20,640.8000000000001
1434,2023-09-06,10,36,2,237,10,426.6
1435,2023-09-05,9,22,3,1047,25,2355.75
1436,2023-10-14,2,18,2,556,25,834.0
1437,2023-11-17,15,12,2,913,15,1552.1
1438,2023-10-19,5,30,2,922,25,1383.0
1439,2023-09-27,4,40,3,1041,5,2966.85
1440,2023-09-18,20,7,3,1966,15,5013.3
1441,2023-09-18,4,32,3,543,15,1384.6499999999999
1442,2023-10-15,18,48,3,452,10,1220.4
1443,2023-09-15,4,19,2,1095,15,1861.5
1444,2023-10-07,17,6,5,893,0,4465.0
1445,2023-10-26,12,20,5,510,20,2040.0
1446,2023-10-11,17,27,3,777,20,1864.8000000000002
1447,2023-11-23,10,43,4,1913,25,5739.0
1448,2023-10-22,1,37,1,1661,10,1494.9
1449,2023-09-28,18,48,4,552,20,1766.4
1450,2023-09-28,18,7,4,518,0,2072.0
1451,2023-09-12,14,5,4,549,10,1976.4
1452,2023-11-05,15,11,5,1094,5,5196.5
1453,2023-10-20,12,15,1,1708,20,1366.4
1454,2023-10-07,4,3,4,1238,15,4209.2
1455,2023-10-26,3,5,3,150,0,450.0
1456,2023-11-17,20,23,5,1492,0,7460.0
1457,2023-09-19,12,37,3,1806,20,4334.400000000001
1458,2023-10-18,7,9,3,1903,25,4281.75
1459,2023-09-06,11,15,4,1638,5,6224.4
1460,2023-10-08,1,3,3,309,15,787.9499999999999
1461,2023-09-06,6,29,1,987,5,937.65
1462,2023-11-20,15,6,3,1097,5,3126.45
1463,2023-11-01,15,17,4,1092,20,3494.4
1464,2023-11-12,19,26,3,949,15,2419.95
1465,2023-11-06,11,21,5,1936,20,7744.0
1466,2023-10-14,2,8,5,1977,20,7908.0
1467,2023-09-24,14,21,5,726,25,2722.5
1468,2023-09-05,2,11,2,778,0,1556.0
1469,2023-09-27,4,38,5,1558,25,5842.5
1470,2023-09-13,17,8,5,876,25,3285.0
1471,2023-11-11,3,42,2,1350,20,2160.0
1472,2023-10-23,13,24,5,762,25,2857.5
1473,2023-11-28,9,35,4,367,25,1101.0
1474,2023-10-19,7,14,5,215,10,967.5
1475,2023-09-16,15,14,5,1723,15,7322.75
1476,2023-11-19,11,10,2,1953,0,3906.0
1477,2023-10-09,20,12,4,853,15,2900.2
1478,2023-11-19,2,38,3,1483,0,4449.0
1479,2023-11-01,15,44,1,1452,10,1306.8
1480,2023-11-23,14,46,4,1968,20,6297.6
1481,2023-11-29,20,34,3,1163,0,3489.0
1482,2023-11-16,11,41,4,281,0,1124.0
1483,2023-11-29,3,10,3,1613,0,4839.0
1484,2023-09-03,17,17,3,1332,10,3596.4
1485,2023-09-06,12,17,4,1002,15,3406.7999999999997
1486,2023-11-27,15,3,2,1396,10,2512.8
1487,2023-10-26,16,31,4,1242,0,4968.0
1488,2023-09-08,5,1,4,1505,25,4515.0
1489,2023-11-27,20,12,3,1045,0,3135.0
1490,2023-10-03,6,39,1,1659,25,1244.25
1491,2023-09-29,19,4,3,357,20,856.8000000000001
1492,2023-09-12,5,42,5,1606,10,7227.0
1493,2023-11-28,3,13,4,608,25,1824.0
1494,2023-10-28,1,34,4,191,10,687.6
1495,2023-09-04,6,42,2,1284,5,2439.6
1496,2023-11-02,15,21,3,248,15,632.4
1497,2023-11-09,2,22,2,216,5,410.4
1498,2023-11-16,3,4,4,557,25,1671.0
1499,2023-09-11,17,18,3,664,5,1892.3999999999999
1500,2023-10-26,12,5,3,913,15,2328.15
1501,2023-11-16,18,19,5,144,25,540.0
1502,2023-10-04,15,2,5,1900,20,7600.0
1503,2023-11-26,12,12,1,873,20,698.4000000000001
1504,2023-10-23,16,17,5,1942,15,8253.5
1505,2023-09-10,8,10,3,333,15,849.15
1506,2023-10-24,14,34,5,1498,25,5617.5
1507,2023-11-01,17,6,1,1670,10,1503.0
1508,2023-10-23,8,8,4,1973,25,5919.0
1509,2023-11-23,15,11,5,296,10,1332.0
1510,2023-11-21,14,12,3,124,10,334.8
1511,2023-11-19,18,9,4,494,10,1778.4
1512,2023-10-06,20,2,3,813,25,1829.25
1513,2023-11-12,7,8,4,1908,0,7632.0
1514,2023-10-03,3,11,3,1159,0,3477.0
1515,2023-11-25,12,36,5,1597,20,6388.0
1516,2023-10-18,3,10,5,322,0,1610.0
1517,2023-09-21,20,21,1,963,0,963.0
1518,2023-11-12,14,20,4,1912,10,6883.2
1519,2023-11-11,15,48,1,629,10,566.1
1520,2023-09-18,14,8,2,1311,15,2228.7
1521,2023-09-04,7,36,5,1525,10,6862.5
1522,2023-09-23,17,29,4,356,25,1068.0
1523,2023-11-24,12,42,1,753,15,640.05
1524,2023-11-20,20,12,1,1259,15,1070.1499999999999
1525,2023-11-27,4,14,2,1942,0,3884.0
1526,2023-10-09,9,48,1,690,10,621.0
1527,2023-10-25,6,50,3,543,0,1629.0
1528,2023-10-04,16,21,5,517,10,2326.5
1529,2023-11-29,2,22,1,1415,0,1415.0
1530,2023-09-29,8,21,1,673,0,673.0
1531,2023-10-14,11,44,2,228,0,456.0
1532,2023-11-13,13,50,3,1110,25,2497.5
1533,2023-11-01,17,30,1,440,20,352.0
1534,2023-10-26,8,39,5,909,0,4545.0
1535,2023-09-11,18,20,5,1380,5,6555.0
1536,2023-11-14,18,24,1,1091,5,1036.45
1537,2023-09-29,14,23,3,1847,5,5263.95
1538,2023-11-10,15,7,5,1689,25,6333.75
1539,2023-11-10,6,9,5,1810,15,7692.5
1540,2023-10-30,11,1,3,199,0,597.0
1541,2023-10-31,13,26,3,138,5,393.29999999999995
1542,2023-09-21,1,38,1,362,25,271.5
1543,2023-10-27,6,38,4,249,15,846.6
1544,2023-11-24,9,44,2,1756,5,3336.3999999999996
1545,2023-09-27,8,22,4,789,10,2840.4
1546,2023-10-31,11,44,4,912,20,2918.4
1547,2023-09-28,19,10,5,1453,0,7265.0
1548,2023-10-22,9,6,3,1243,20,2983.2000000000003
1549,2023-11-25,17,17,5,1707,20,6828.0
1550,2023-09-16,12,50,2,318,10,572.4
1551,2023-11-03,14,38,1,1005,10,904.5
1552,2023-10-28,15,24,2,1937,10,3486.6
1553,2023-09-09,16,10,5,1246,15,5295.5
1554,2023-10-25,20,8,5,343,5,1629.25
1555,2023-10-12,1,21,5,985,0,4925.0
1556,2023-09-14,10,6,5,686,10,3087.0
1557,2023-09-07,8,21,4,617,25,1851.0
1558,2023-11-04,18,39,1,1144,0,1144.0
1559,2023-09-16,1,24,4,289,0,1156.0
1560,2023-09-03,2,33,5,1348,0,6740.0
1561,2023-09-28,1,18,3,1014,10,2737.8
1562,2023-09-14,1,28,4,714,10,2570.4
1563,2023-10-14,9,32,5,955,5,4536.25
1564,2023-11-11,13,12,5,565,10,2542.5
1565,2023-11-06,1,48,1,198,10,178.20000000000002
1566,2023-10-13,13,42,2,929,0,1858.0
1567,2023-10-21,20,27,4,1486,5,5646.8
1568,2023-11-06,7,10,4,1096,20,3507.2000000000003
1569,2023-10-23,2,46,4,1206,10,4341.6
1570,2023-09-12,6,42,5,1816,25,6810.0
1571,2023-10-20,7,32,1,1787,10,1608.3
1572,2023-09-23,14,42,5,155,20,620.0
1573,2023-09-06,18,26,5,1825,0,9125.0
1574,2023-09-24,15,25,3,1145,5,3263.25
1575,2023-09-26,2,11,1,679,0,679.0
1576,2023-09-08,10,23,4,284,15,965.6
1577,2023-10-05,12,34,2,621,10,1117.8
1578,2023-11-22,17,40,4,1701,25,5103.0
1579,2023-11-01,8,23,5,363,15,1542.75
1580,2023-10-28,11,29,1,1348,10,1213.2
1581,2023-10-14,3,31,1,1758,15,1494.3
1582,2023-11-09,6,7,1,1161,20,928.8000000000001
1583,2023-10-23,9,40,3,1102,10,2975.4
1584,2023-11-24,6,33,4,222,25,666.0
1585,2023-09-18,9,21,3,1953,10,5273.1
1586,2023-10-06,7,2,2,1279,15,2174.2999999999997
1587,2023-10-23,9,18,5,400,5,1900.0
1588,2023-11-04,18,47,3,932,15,2376.6
1589,2023-10-24,12,33,3,1190,10,3213.0
1590,2023-11-23,8,37,5,744,10,3348.0
1591,2023-10-24,8,34,1,973,5,924.3499999999999
1592,2023-09-05,18,20,5,493,0,2465.0
1593,2023-09-04,20,35,4,1775,5,6745.0
1594,2023-11-15,15,50,5,1717,0,8585.0
1595,2023-11-27,7,18,1,1693,25,1269.75
1596,2023-11-13,11,46,5,760,10,3420.0
1597,2023-09-20,20,24,3,1528,20,3667.2000000000003
1598,2023-11-01,16,8,2,1572,20,2515.2000000000003
1599,2023-09-24,4,30,3,1254,15,3197.7
1600,2023-09-06,6,44,2,168,5,319.2
1601,2023-11-19,3,10,5,1468,5,6973.0
1602,2023-11-25,9,23,4,861,20,2755.2000000000003
1603,2023-11-12,10,49,5,419,0,2095.0
1604,2023-09-02,14,11,1,276,5,262.2
1605,2023-11-07,11,2,5,683,0,3415.0
1606,2023-10-05,18,26,2,1652,0,3304.0
1607,2023-11-26,12,36,3,1964,0,5892.0
1608,2023-10-12,12,33,4,1283,0,5132.0
1609,2023-10-21,13,47,5,681,15,2894.25
1610,2023-11-07,13,13,5,1748,15,7429.0
1611,2023-10-20,19,40,3,1867,20,4480.8
1612,2023-09-22,19,25,4,1656,15,5630.4
1613,2023-10-09,14,4,5,1258,25,4717.5
1614,2023-10-24,4,42,5,1898,5,9015.5
1615,2023-10-23,13,19,2,210,25,315.0
1616,2023-10-25,8,18,2,1098,15,1866.6
1617,2023-09-13,19,37,1,857,5,814.15
1618,2023-11-16,12,30,3,382,5,1088.7
1619,2023-10-29,18,19,4,1643,0,6572.0
1620,2023-10-16,6,23,5,1919,20,7676.0
1621,2023-11-29,18,16,5,1842,0,9210.0
1622,2023-09-27,19,1,1,293,0,293.0
1623,2023-09-22,5,12,5,1066,25,3997.5
1624,2023-10-23,9,24,3,1170,15,2983.5
1625,2023-11-19,3,34,1,1077,25,807.75
1626,2023-09-10,10,8,3,441,15,1124.55
1627,2023-11-15,19,18,1,1365,25,1023.75
1628,2023-11-22,3,48,5,621,5,2949.75
1629,2023-10-27,15,5,1,1493,15,1269.05
1630,2023-09-29,1,26,2,900,15,1530.0
1631,2023-11-28,7,30,4,1002,25,3006.0
1632,2023-10-23,12,13,5,230,10,1035.0
1633,2023-10-20,17,19,4,1393,5,5293.4
1634,2023-10-12,20,29,5,913,5,4336.75
1635,2023-10-11,5,3,4,160,10,576.0
1636,2023-11-15,4,26,2,263,25,394.5
1637,2023-09-30,12,40,4,1648,25,4944.0
1638,2023-11-08,20,12,1,371,5,352.45
1639,2023-11-13,18,2,4,1843,25,5529.0
1640,2023-10-15,17,11,5,1881,20,7524.0
1641,2023-11-28,19,44,3,232,20,556.8000000000001
1642,2023-09-08,9,28,4,1367,10,4921.2
1643,2023-11-16,4,18,4,1929,15,6558.599999999999
1644,2023-10-18,2,13,4,1097,20,3510.4
1645,2023-09-17,4,37,5,1557,25,5838.75
1646,2023-11-07,2,22,4,137,10,493.2
1647,2023-11-06,15,12,5,1994,20,7976.0
1648,2023-10-16,2,2,5,1691,0,8455.0
1649,2023-11-30,4,37,3,1442,10,3893.4
1650,2023-09-24,6,7,1,1633,5,1551.35
1651,2023-10-16,7,26,5,1499,20,5996.0
1652,2023-11-16,10,26,2,1683,5,3197.7
1653,2023-11-21,19,24,4,716,10,2577.6
1654,2023-11-17,19,12,2,573,20,916.8000000000001
1655,2023-10-24,12,16,4,158,5,600.4
1656,2023-11-23,3,23,3,688,15,1754.3999999999999
1657,2023-09-10,13,40,5,598,15,2541.5
1658,2023-09-15,18,9,1,1341,0,1341.0
1659,2023-11-23,8,32,5,666,25,2497.5
1660,2023-11-03,15,15,4,666,10,2397.6
1661,2023-10-17,1,37,1,1252,25,939.0
1662,2023-11-10,3,13,5,1003,25,3761.25
1663,2023-11-22,8,5,1,482,5,457.9
1664,2023-09-07,4,11,4,1511,0,6044.0
1665,2023-11-12,16,10,3,184,10,496.8
1666,2023-09-25,10,13,3,1633,15,4164.15
1667,2023-09-02,12,41,5,1849,25,6933.75
1668,2023-10-05,14,46,2,726,5,1379.3999999999999
1669,2023-11-06,14,50,4,1560,25,4680.0
1670,2023-11-29,2,15,5,925,20,3700.0
1671,2023-09-25,5,42,5,392,15,1666.0
1672,2023-11-23,5,7,3,1172,25,2637.0
1673,2023-11-27,6,40,1,1190,20,952.0
1674,2023-09-18,13,28,4,886,20,2835.2000000000003
1675,2023-11-04,9,32,1,228,5,216.6
1676,2023-11-22,15,35,4,128,5,486.4
1677,2023-10-23,14,15,2,1466,20,2345.6
1678,2023-10-06,7,48,3,1668,0,5004.0
1679,2023-11-23,20,36,2,1242,25,1863.0
1680,2023-09-07,2,21,5,791,20,3164.0
1681,2023-11-20,7,6,3,1786,20,4286.400000000001
1682,2023-10-19,6,1,5,232,5,1102.0
1683,2023-09-11,17,4,2,1450,25,2175.0
1684,2023-10-31,2,11,4,1308,10,4708.8
1685,2023-10-13,3,44,5,1629,15,6923.25
1686,2023-09-13,5,26,1,745,5,707.75
1687,2023-11-12,5,37,4,788,25,2364.0
1688,2023-09-21,1,23,4,633,25,1899.0
1689,2023-11-17,8,29,2,1364,0,2728.0
1690,2023-09-28,12,21,2,1712,15,2910.4
1691,2023-09-14,4,48,3,1839,5,5241.15
1692,2023-11-14,13,45,3,615,5,1752.75
1693,2023-09-03,15,45,1,1963,10,1766.7
1694,2023-10-30,11,49,4,1059,0,4236.0
1695,2023-11-30,10,27,1,264,0,264.0
1696,2023-10-29,3,39,1,1026,25,769.5
1697,2023-09-23,14,40,2,1032,25,1548.0
1698,2023-10-03,16,13,1,1763,5,1674.85
1699,2023-11-12,10,23,1,656,10,590.4
1700,2023-09-13,10,16,5,1341,5,6369.75
1701,2023-11-04,12,30,3,1870,20,4488.0
1702,2023-10-15,9,4,3,1771,25,3984.75
1703,2023-11-18,1,40,4,779,20,2492.8
1704,2023-10-15,5,16,3,1092,10,2948.4
1705,2023-10-07,20,31,4,1872,5,7113.599999999999
1706,2023-11-14,8,42,5,1728,25,6480.0
1707,2023-11-20,11,25,3,1128,10,3045.6
1708,2023-09-27,12,44,5,1791,5,8507.25
1709,2023-09-19,1,12,3,856,5,2439.6
1710,2023-09-04,20,26,3,1995,20,4788.0
1711,2023-11-07,11,37,5,1204,15,5117.0
1712,2023-11-23,5,48,1,1370,0,1370.0
1713,2023-09-26,15,33,1,954,25,715.5
1714,2023-10-13,5,28,1,592,0,592.0
1715,2023-10-13,12,9,1,748,10,673.2
1716,2023-11-21,5,12,3,1509,0,4527.0
1717,2023-10-16,17,5,2,1698,20,2716.8
1718,2023-10-11,17,28,5,1091,15,4636.75
1719,2023-09-26,12,35,2,1430,25,2145.0
1720,2023-09-29,15,5,2,727,5,1381.3
1721,2023-09-09,15,34,4,724,5,2751.2
1722,2023-09-18,6,46,1,642,20,513.6
1723,2023-10-11,12,34,3,106,25,238.5
1724,2023-10-30,20,13,1,1053,0,1053.0
1725,2023-10-14,18,39,1,614,5,583.3
1726,2023-10-31,14,42,2,1942,0,3884.0
1727,2023-10-21,2,45,4,854,20,2732.8
1728,2023-09-09,9,48,1,1691,5,1606.4499999999998
1729,2023-11-16,5,14,5,172,10,774.0
1730,2023-09-13,20,11,5,109,15,463.25
1731,2023-11-22,1,42,1,1696,0,1696.0
1732,2023-11-14,3,38,2,661,25,991.5
1733,2023-11-21,6,4,2,221,0,442.0
1734,2023-09-28,5,33,3,786,0,2358.0
1735,2023-10-02,5,7,4,612,0,2448.0
1736,2023-11-19,1,41,2,1089,20,1742.4
1737,2023-11-11,17,8,3,540,20,1296.0
1738,2023-10-09,19,37,5,1161,25,4353.75
1739,2023-11-27,14,10,5,801,20,3204.0
1740,2023-10-28,12,43,5,690,25,2587.5
1741,2023-09-26,10,15,1,1468,25,1101.0
1742,2023-11-10,20,38,4,1461,20,4675.2
1743,2023-10-20,18,15,3,1825,5,5201.25
1744,2023-10-15,11,5,4,1307,20,4182.400000000001
1745,2023-09-22,2,29,1,166,5,157.7
1746,2023-10-18,18,19,3,116,10,313.2
1747,2023-10-04,7,10,3,1506,20,3614.4
1748,2023-09-15,15,12,2,467,10,840.6
1749,2023-11-23,11,4,4,1003,20,3209.6000000000004
1750,2023-09-15,18,31,4,1439,10,5180.400000000001
1751,2023-10-04,12,18,2,1620,15,2754.0
1752,2023-09-06,6,16,5,1931,10,8689.5
1753,2023-11-27,20,40,1,820,5,779.0
1754,2023-09-05,13,36,4,1468,0,5872.0
1755,2023-10-25,20,25,2,1057,25,1585.5
1756,2023-10-08,16,23,3,1676,10,4525.2
1757,2023-10-09,18,12,2,1007,0,2014.0
1758,2023-09-26,10,34,5,1088,15,4624.0
1759,2023-10-24,8,36,1,572,15,486.2
1760,2023-10-27,18,37,5,214,5,1016.5
1761,2023-10-20,1,3,3,199,5,567.15
1762,2023-10-27,8,9,3,537,10,1449.9
1763,2023-11-21,6,18,3,1468,20,3523.2000000000003
1764,2023-09-22,5,43,3,448,15,1142.3999999999999
1765,2023-09-13,15,35,2,238,0,476.0
1766,2023-09-22,15,34,3,927,20,2224.8
1767,2023-11-18,2,41,3,423,15,1078.6499999999999
1768,2023-09-30,1,14,2,945,10,1701.0
1769,2023-09-20,11,4,3,1425,15,3633.75
1770,2023-09-27,10,29,5,393,5,1866.75
1771,2023-11-28,18,41,5,1652,0,8260.0
1772,2023-09-28,18,45,4,1957,0,7828.0
1773,2023-11-13,17,50,5,1067,5,5068.25
1774,2023-09-04,8,15,1,1415,20,1132.0
1775,2023-10-13,15,28,1,173,5,164.35
1776,2023-09-07,8,42,1,1898,0,1898.0
1777,2023-09-04,17,16,2,583,10,1049.4
1778,2023-11-06,12,12,5,115,20,460.0
1779,2023-10-22,8,5,1,1649,25,1236.75
1780,2023-10-19,14,34,4,1459,15,4960.599999999999
1781,2023-09-20,4,42,2,892,25,1338.0
1782,2023-11-19,1,1,4,1996,10,7185.6
1783,2023-11-20,1,39,5,615,25,2306.25
1784,2023-09-08,19,32,3,1024,20,2457.6000000000004
1785,2023-11-25,16,26,4,1250,0,5000.0
1786,2023-09-15,14,17,3,923,0,2769.0
1787,2023-09-25,16,48,2,617,10,1110.6000000000001
